lat,lon,price_local,currency,area_m2,property_type,transaction_date,yr,city,country,country_iso,source,n_rooms,terrain_m2,postcode,structure,use,build_year,floor_plan,district,address,bis_hpi,esa_tile,dem_tile
48.880169,2.359607,710000.0,EUR,,Dépendance,2023-01-10,2023,Paris 10e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.880122,2.337794,160000.0,EUR,11.0,Appartement,2023-01-06,2023,Paris 9e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.848253,2.410449,579900.0,EUR,62.0,Appartement,2023-01-13,2023,Paris 20e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
48.848253,2.410449,579900.0,EUR,,Dépendance,2023-01-13,2023,Paris 20e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.848253,2.410449,579900.0,EUR,,Dépendance,2023-01-13,2023,Paris 20e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.860225,2.34493,662400.0,EUR,,Dépendance,2023-01-13,2023,Paris 1er Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.860225,2.34493,662400.0,EUR,48.0,Appartement,2023-01-13,2023,Paris 1er Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
48.883993,2.381287,272000.0,EUR,26.0,Appartement,2023-01-06,2023,Paris 19e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.891618,2.324164,875000.0,EUR,76.0,Appartement,2023-01-06,2023,Paris 17e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
48.891618,2.324164,875000.0,EUR,,Dépendance,2023-01-06,2023,Paris 17e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.891618,2.324164,875000.0,EUR,,Dépendance,2023-01-06,2023,Paris 17e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.891618,2.324164,875000.0,EUR,,Dépendance,2023-01-06,2023,Paris 17e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.868921,2.35977,1180000.0,EUR,118.0,Appartement,2023-01-10,2023,Paris 10e Arrondissement,France,FR,france_dvf,4,,,,,,,,,128.7898,,
48.891319,2.324773,85000.0,EUR,9.0,Appartement,2023-01-12,2023,Paris 17e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.863965,2.360234,2450000.0,EUR,,Dépendance,2023-01-06,2023,Paris 3e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.863965,2.360234,2450000.0,EUR,,Dépendance,2023-01-06,2023,Paris 3e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.863965,2.360234,2450000.0,EUR,128.0,Appartement,2023-01-06,2023,Paris 3e Arrondissement,France,FR,france_dvf,5,,,,,,,,,128.7898,,
48.879528,2.33775,435000.0,EUR,,Dépendance,2023-01-11,2023,Paris 9e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.879528,2.33775,435000.0,EUR,30.0,Appartement,2023-01-11,2023,Paris 9e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
48.877167,2.340839,91080.0,EUR,8.0,Appartement,2023-01-11,2023,Paris 9e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.888353,2.326738,180000.0,EUR,20.0,Appartement,2023-01-12,2023,Paris 18e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.892681,2.341497,288719.0,EUR,,Dépendance,2023-01-05,2023,Paris 18e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.892681,2.341497,288719.0,EUR,27.0,Appartement,2023-01-05,2023,Paris 18e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
48.894898,2.337633,1230000.0,EUR,127.0,Appartement,2023-01-11,2023,Paris 18e Arrondissement,France,FR,france_dvf,5,,,,,,,,,128.7898,,
48.877754,2.402093,13000.0,EUR,,Dépendance,2023-01-06,2023,Paris 19e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.878698,2.344842,240000.0,EUR,21.0,Appartement,2023-01-10,2023,Paris 9e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
48.878698,2.344842,240000.0,EUR,,Dépendance,2023-01-10,2023,Paris 9e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.873553,2.401191,533980.56,EUR,65.0,Appartement,2023-01-04,2023,Paris 20e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
48.873553,2.401191,533980.56,EUR,,Dépendance,2023-01-04,2023,Paris 20e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.873553,2.401191,533980.56,EUR,,Dépendance,2023-01-04,2023,Paris 20e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.857735,2.3642,858000.0,EUR,65.0,Appartement,2023-01-11,2023,Paris 3e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
48.857735,2.3642,858000.0,EUR,,Dépendance,2023-01-11,2023,Paris 3e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
48.857735,2.3642,858000.0,EUR,,Dépendance,2023-01-11,2023,Paris 3e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.774799,4.821381,335000.0,EUR,70.0,Appartement,2023-01-03,2023,Lyon 4e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.774799,4.821381,335000.0,EUR,65.0,Appartement,2023-01-03,2023,Lyon 4e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.749705,4.727392,349000.0,EUR,,,2023-01-03,2023,Craponne,France,FR,france_dvf,,385.0,,,,,,,,128.7898,,
45.670613,4.724042,296909.0,EUR,124.0,Maison,2023-01-03,2023,Orliénas,France,FR,france_dvf,5,124.0,,,,,,,,128.7898,,
45.743032,4.821643,200000.0,EUR,,Dépendance,2023-01-04,2023,Lyon 2e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.743032,4.821643,200000.0,EUR,58.0,Appartement,2023-01-04,2023,Lyon 2e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.747649,4.713363,511900.0,EUR,85.0,Maison,2023-01-04,2023,Craponne,France,FR,france_dvf,4,258.0,,,,,,,,128.7898,,
45.747649,4.713363,511900.0,EUR,85.0,Maison,2023-01-04,2023,Craponne,France,FR,france_dvf,4,727.0,,,,,,,,128.7898,,
45.751197,4.80086,17000.0,EUR,,Dépendance,2023-01-03,2023,Lyon 5e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.745033,4.724741,157900.0,EUR,,Dépendance,2023-01-05,2023,Craponne,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.745033,4.724741,157900.0,EUR,,Dépendance,2023-01-05,2023,Craponne,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.745033,4.724741,157900.0,EUR,32.0,Appartement,2023-01-05,2023,Craponne,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.75915,4.795455,243500.0,EUR,60.0,Appartement,2023-01-04,2023,Lyon 5e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.75915,4.795455,243500.0,EUR,,Dépendance,2023-01-04,2023,Lyon 5e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.718107,4.758164,667000.0,EUR,135.0,Maison,2023-01-05,2023,Chaponost,France,FR,france_dvf,5,1213.0,,,,,,,,128.7898,,
46.027732,4.645037,5000.0,EUR,,,2023-01-05,2023,Blacé,France,FR,france_dvf,,194.0,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N46_00_E004_00_DEM
45.760301,4.831452,598000.0,EUR,91.0,Appartement,2023-01-04,2023,Lyon 2e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.760301,4.831452,598000.0,EUR,,Dépendance,2023-01-04,2023,Lyon 2e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.775844,4.807629,230000.0,EUR,,Dépendance,2023-01-04,2023,Lyon 9e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.775844,4.807629,230000.0,EUR,69.0,Appartement,2023-01-04,2023,Lyon 9e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.775844,4.807629,230000.0,EUR,,Dépendance,2023-01-04,2023,Lyon 9e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.993467,4.717269,180600.0,EUR,,Dépendance,2023-01-04,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.993467,4.717269,180600.0,EUR,35.0,Appartement,2023-01-04,2023,Villefranche-sur-Saône,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.83664,4.714726,359000.0,EUR,,Dépendance,2023-01-09,2023,Dommartin,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.83664,4.714726,359000.0,EUR,,Dépendance,2023-01-09,2023,Dommartin,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.83664,4.714726,359000.0,EUR,68.0,Appartement,2023-01-09,2023,Dommartin,France,FR,france_dvf,3,,,,,,,,,128.7898,,
46.007542,4.714383,365000.0,EUR,,,2023-01-05,2023,Gleizé,France,FR,france_dvf,,749.0,,,,,,,,128.7898,,
46.007725,4.713764,365000.0,EUR,,,2023-01-05,2023,Gleizé,France,FR,france_dvf,,962.0,,,,,,,,128.7898,,
46.007958,4.714309,365000.0,EUR,,,2023-01-05,2023,Gleizé,France,FR,france_dvf,,25.0,,,,,,,,128.7898,,
45.991981,4.70534,220000.0,EUR,,Dépendance,2023-01-04,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.991981,4.70534,220000.0,EUR,74.0,Appartement,2023-01-04,2023,Villefranche-sur-Saône,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.653174,4.510445,623724.0,EUR,,,2023-01-06,2023,Duerne,France,FR,france_dvf,,3478.0,,,,,,,,128.7898,,
45.653348,4.509883,623724.0,EUR,200.0,Maison,2023-01-06,2023,Duerne,France,FR,france_dvf,5,366.0,,,,,,,,128.7898,,
45.653464,4.509873,623724.0,EUR,,,2023-01-06,2023,Duerne,France,FR,france_dvf,,1029.0,,,,,,,,128.7898,,
45.65335,4.510019,623724.0,EUR,,,2023-01-06,2023,Duerne,France,FR,france_dvf,,270.0,,,,,,,,128.7898,,
46.185831,4.635266,9428.0,EUR,,,2023-01-03,2023,Chiroubles,France,FR,france_dvf,,3310.0,,,,,,,,128.7898,,
45.744794,4.820142,117877.53,EUR,22.0,Appartement,2023-01-06,2023,Lyon 2e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.782045,4.82498,44000.0,EUR,,Dépendance,2023-01-04,2023,Lyon 4e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.605958,4.783506,179000.0,EUR,63.0,Appartement,2023-01-05,2023,Grigny,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.605958,4.783506,179000.0,EUR,,Dépendance,2023-01-05,2023,Grigny,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.605958,4.783506,179000.0,EUR,,Dépendance,2023-01-05,2023,Grigny,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.577899,4.659666,400000.0,EUR,100.0,Maison,2023-01-04,2023,Beauvallon,France,FR,france_dvf,4,,,,,,,,,128.7898,,
45.707959,4.588999,230000.0,EUR,52.0,Appartement,2023-01-09,2023,Yzeron,France,FR,france_dvf,2,130.0,,,,,,,,128.7898,,
45.707959,4.588999,230000.0,EUR,,Dépendance,2023-01-09,2023,Yzeron,France,FR,france_dvf,0,130.0,,,,,,,,128.7898,,
45.707959,4.588999,230000.0,EUR,,Dépendance,2023-01-09,2023,Yzeron,France,FR,france_dvf,0,130.0,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N45_00_E004_00_DEM
45.707959,4.588999,230000.0,EUR,,Dépendance,2023-01-09,2023,Yzeron,France,FR,france_dvf,0,130.0,,,,,,,,128.7898,,
45.707959,4.588999,230000.0,EUR,47.0,Appartement,2023-01-09,2023,Yzeron,France,FR,france_dvf,2,130.0,,,,,,,,128.7898,,
45.979254,4.71822,243915.0,EUR,78.0,Appartement,2023-01-09,2023,Villefranche-sur-Saône,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.979254,4.71822,243915.0,EUR,,Dépendance,2023-01-09,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.979254,4.71822,243915.0,EUR,,Dépendance,2023-01-09,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.987485,4.722613,156000.0,EUR,56.0,Appartement,2023-01-03,2023,Villefranche-sur-Saône,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.987485,4.722613,156000.0,EUR,,Dépendance,2023-01-03,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.987485,4.722613,156000.0,EUR,,Dépendance,2023-01-03,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.775097,4.838563,182340.0,EUR,45.0,Appartement,2023-01-06,2023,Lyon 4e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.854727,4.683504,210000.0,EUR,,Dépendance,2023-01-05,2023,Lozanne,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.854727,4.683504,210000.0,EUR,54.0,Appartement,2023-01-05,2023,Lozanne,France,FR,france_dvf,3,,,,,,,,,128.7898,,
46.111566,4.733571,176900.0,EUR,57.0,Appartement,2023-01-09,2023,Belleville-en-Beaujolais,France,FR,france_dvf,3,,,,,,,,,128.7898,,
46.111566,4.733571,176900.0,EUR,,Dépendance,2023-01-09,2023,Belleville-en-Beaujolais,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.800079,4.87861,330000.0,EUR,,Dépendance,2023-01-06,2023,Rillieux-la-Pape,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.800079,4.87861,330000.0,EUR,65.0,Appartement,2023-01-06,2023,Rillieux-la-Pape,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.8298,4.833007,9800.0,EUR,,Dépendance,2023-01-05,2023,Collonges-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N45_00_E004_00_DEM
45.883126,4.852868,398200.0,EUR,88.0,Appartement,2023-01-03,2023,Neuville-sur-Saône,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.883126,4.852868,398200.0,EUR,,Dépendance,2023-01-03,2023,Neuville-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.883126,4.852868,398200.0,EUR,,Dépendance,2023-01-03,2023,Neuville-sur-Saône,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.726409,4.813493,130000.0,EUR,38.0,Appartement,2023-01-09,2023,La Mulatière,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.865594,4.765204,571000.0,EUR,,Dépendance,2023-01-04,2023,Chasselay,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.865594,4.765204,571000.0,EUR,,Dépendance,2023-01-04,2023,Chasselay,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.865594,4.765204,571000.0,EUR,98.0,Maison,2023-01-04,2023,Chasselay,France,FR,france_dvf,4,,,,,,,,,128.7898,,
45.786769,4.836782,244300.0,EUR,62.0,Appartement,2023-01-09,2023,Caluire-et-Cuire,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.786769,4.836782,244300.0,EUR,,Dépendance,2023-01-09,2023,Caluire-et-Cuire,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.739466,4.768147,7064.0,EUR,,,2023-01-09,2023,Francheville,France,FR,france_dvf,,251.0,,,,,,,,128.7898,,
45.73943,4.767837,7064.0,EUR,,,2023-01-09,2023,Francheville,France,FR,france_dvf,,257.0,,,,,,,,128.7898,,
45.771667,4.834148,179000.0,EUR,32.0,Appartement,2023-01-06,2023,Lyon 1er Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.796413,4.788396,206000.0,EUR,60.0,Appartement,2023-01-05,2023,Champagne-au-Mont-d'Or,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.796413,4.788396,206000.0,EUR,,Dépendance,2023-01-05,2023,Champagne-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.796413,4.788396,206000.0,EUR,,Dépendance,2023-01-05,2023,Champagne-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.742915,4.822923,255000.0,EUR,,Dépendance,2023-01-05,2023,Lyon 2e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.742915,4.822923,255000.0,EUR,41.0,Appartement,2023-01-05,2023,Lyon 2e Arrondissement,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.747569,4.717406,275000.0,EUR,,Dépendance,2023-01-11,2023,Craponne,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.998843,4.45996,65000.0,EUR,,,2023-01-06,2023,Saint-Just-d'Avray,France,FR,france_dvf,,4187.0,,,,,,,,128.7898,,
45.998156,4.460724,65000.0,EUR,,,2023-01-06,2023,Saint-Just-d'Avray,France,FR,france_dvf,,1863.0,,,,,,,,128.7898,,
46.120835,4.643677,5250.0,EUR,,,2023-01-10,2023,Cercié,France,FR,france_dvf,,23025.0,,,,,,,,128.7898,,
46.121867,4.642603,5250.0,EUR,,,2023-01-10,2023,Cercié,France,FR,france_dvf,,11473.0,,,,,,,,128.7898,,
45.894648,4.432617,55000.0,EUR,28.0,Appartement,2023-01-09,2023,Tarare,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.706418,4.807012,252250.0,EUR,89.0,Appartement,2023-01-09,2023,Oullins,France,FR,france_dvf,5,,,,,,,,,128.7898,,
45.706418,4.807012,252250.0,EUR,,Dépendance,2023-01-09,2023,Oullins,France,FR,france_dvf,0,,,,,,,,,128.7898,,
46.206724,4.485182,32022.0,EUR,,,2023-01-06,2023,Deux-Grosnes,France,FR,france_dvf,,7299.0,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N46_00_E004_00_DEM
46.215616,4.477601,32022.0,EUR,,,2023-01-06,2023,Saint-Igny-de-Vers,France,FR,france_dvf,,13085.0,,,,,,,,128.7898,,
45.504435,4.688989,233850.0,EUR,,,2023-01-06,2023,Longes,France,FR,france_dvf,,208.0,,,,,,,,128.7898,,
45.504613,4.688896,233850.0,EUR,87.0,Maison,2023-01-06,2023,Longes,France,FR,france_dvf,4,70.0,,,,,,,,128.7898,,
45.504548,4.688911,233850.0,EUR,,,2023-01-06,2023,Longes,France,FR,france_dvf,,59.0,,,,,,,,128.7898,,
45.706831,4.745283,310000.0,EUR,135.0,Maison,2023-01-09,2023,Chaponost,France,FR,france_dvf,4,130.0,,,,,,,,128.7898,,
45.706701,4.745313,310000.0,EUR,,,2023-01-09,2023,Chaponost,France,FR,france_dvf,,23.0,,,,,,,,128.7898,,
45.706751,4.745349,310000.0,EUR,,,2023-01-09,2023,Chaponost,France,FR,france_dvf,,310.0,,,,,,,,128.7898,,
45.72194,4.811988,117000.0,EUR,16.0,Appartement,2023-01-02,2023,La Mulatière,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.675298,4.75726,967650.0,EUR,148.0,Maison,2023-01-10,2023,Brignais,France,FR,france_dvf,5,393.0,,,,,,,,128.7898,,
45.675228,4.757208,967650.0,EUR,40.0,Maison,2023-01-10,2023,Brignais,France,FR,france_dvf,2,66.0,,,,,,,,128.7898,,
45.675215,4.757159,967650.0,EUR,,,2023-01-10,2023,Brignais,France,FR,france_dvf,,31.0,,,,,,,,128.7898,,
45.777928,4.825742,344750.0,EUR,49.0,Appartement,2023-01-03,2023,Lyon 4e Arrondissement,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.777928,4.825742,344750.0,EUR,,Dépendance,2023-01-03,2023,Lyon 4e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,,Dépendance,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,,Dépendance,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,,Dépendance,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,,Dépendance,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,,Dépendance,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.789491,4.807267,385000.0,EUR,85.0,Appartement,2023-01-06,2023,Saint-Didier-au-Mont-d'Or,France,FR,france_dvf,3,,,,,,,,,128.7898,,
46.13857,4.668818,17895.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,2610.0,,,,,,,,128.7898,,
46.138486,4.667733,17895.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,10279.0,,,,,,,,128.7898,,
46.138435,4.669159,17895.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,516.0,,,,,,,,128.7898,,
46.138435,4.669159,17895.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,4490.0,,,,,,,,128.7898,,
46.138037,4.656232,10279.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,10435.0,,,,,,,,128.7898,,
46.138037,4.656232,10279.0,EUR,,,2023-01-10,2023,Régnié-Durette,France,FR,france_dvf,,600.0,,,,,,,,128.7898,,
46.153403,4.476612,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,5766.0,,,,,,,,128.7898,,
46.153403,4.476612,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,1442.0,,,,,,,,128.7898,,
46.142968,4.474882,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,9141.0,,,,,,,,128.7898,,
46.140503,4.472048,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,13741.0,,,,,,,,128.7898,,
46.131749,4.428282,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,4172.0,,,,,,,,128.7898,,
46.131749,4.428282,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,1043.0,,,,,,,,128.7898,,
46.140348,4.468137,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,6470.0,,,,,,,,128.7898,,
46.141985,4.468,24000.0,EUR,,,2023-01-03,2023,Poule-les-Écharmeaux,France,FR,france_dvf,,2813.0,,,,,,,,128.7898,,
45.659082,4.778202,240000.0,EUR,,Dépendance,2023-01-04,2023,Vourles,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.659082,4.778202,240000.0,EUR,41.0,Appartement,2023-01-04,2023,Vourles,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.897199,4.834506,15000.0,EUR,,Dépendance,2023-01-06,2023,Genay,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.758442,4.813367,243000.0,EUR,53.0,Appartement,2023-01-02,2023,Lyon 5e Arrondissement,France,FR,france_dvf,3,,,,,,,,,128.7898,,
45.758442,4.813367,243000.0,EUR,,Dépendance,2023-01-02,2023,Lyon 5e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.713143,4.802323,209250.0,EUR,48.0,Appartement,2023-01-06,2023,Oullins,France,FR,france_dvf,2,,,,,,,,,128.7898,,
45.713143,4.802323,209250.0,EUR,,Dépendance,2023-01-06,2023,Oullins,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.876034,4.838687,350000.0,EUR,104.0,Appartement,2023-01-09,2023,Neuville-sur-Saône,France,FR,france_dvf,4,,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N45_00_E004_00_DEM
46.186692,4.69654,235000.0,EUR,85.0,Maison,2023-01-03,2023,Fleurie,France,FR,france_dvf,5,420.0,,,,,,,,128.7898,,
45.717046,4.819062,138700.0,EUR,39.0,Appartement,2023-01-05,2023,Oullins,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.717046,4.819062,138700.0,EUR,,Dépendance,2023-01-05,2023,Oullins,France,FR,france_dvf,0,,,,,,,,,128.7898,,
45.681681,4.640412,160000.0,EUR,56.0,Maison,2023-01-05,2023,Thurins,France,FR,france_dvf,2,16.0,,,,,,,,128.7898,,
45.681678,4.640382,160000.0,EUR,,,2023-01-05,2023,Thurins,France,FR,france_dvf,,25.0,,,,,,,,128.7898,,
46.12594,4.717262,14000.0,EUR,,,2023-01-05,2023,Belleville-en-Beaujolais,France,FR,france_dvf,,19030.0,,,,,,,,128.7898,,
45.963303,4.422437,1600.0,EUR,,,2023-01-12,2023,Valsonne,France,FR,france_dvf,,10530.0,,,,,,,,128.7898,,
46.105602,4.742455,269000.0,EUR,67.0,Maison,2023-01-04,2023,Belleville-en-Beaujolais,France,FR,france_dvf,4,848.0,,,,,,,,128.7898,,
46.156489,4.763806,117000.0,EUR,,,2023-01-04,2023,Dracé,France,FR,france_dvf,,13.0,,,,,,,,128.7898,,
46.1565,4.76372,117000.0,EUR,,,2023-01-04,2023,Dracé,France,FR,france_dvf,,53.0,,,,,,,,128.7898,,
45.926179,4.373031,8000.0,EUR,,,2023-01-11,2023,Les Sauvages,France,FR,france_dvf,,8805.0,,,,,,,,128.7898,,
45.926995,4.375961,8000.0,EUR,,,2023-01-11,2023,Les Sauvages,France,FR,france_dvf,,8635.0,,,,,,,,128.7898,,
45.928159,4.371905,8000.0,EUR,,,2023-01-11,2023,Les Sauvages,France,FR,france_dvf,,10084.0,,,,,,,,128.7898,,
45.993252,4.717233,60000.0,EUR,,Dépendance,2023-01-03,2023,Villefranche-sur-Saône,France,FR,france_dvf,0,96.0,,,,,,,,128.7898,,
45.845188,4.831931,183500.0,EUR,52.0,Appartement,2023-01-05,2023,Couzon-au-Mont-d'Or,France,FR,france_dvf,1,,,,,,,,,128.7898,,
45.803137,4.657044,839285.0,EUR,,Dépendance,2023-01-03,2023,Lentilly,France,FR,france_dvf,0,932.0,,,,,,,,128.7898,,
45.803137,4.657044,839285.0,EUR,131.0,Maison,2023-01-03,2023,Lentilly,France,FR,france_dvf,5,932.0,,,,,,,,128.7898,,
45.802898,4.65667,839285.0,EUR,,,2023-01-03,2023,Lentilly,France,FR,france_dvf,,295.0,,,,,,,,128.7898,,
45.802962,4.656938,839285.0,EUR,,,2023-01-03,2023,Lentilly,France,FR,france_dvf,,3.0,,,,,,,,128.7898,ESA_WorldCover_10m_2021_v200_N45E003,Copernicus_DSM_COG_10_N45_00_E004_00_DEM
45.777073,4.822603,544061.0,EUR,,Dépendance,2023-01-04,2023,Lyon 4e Arrondissement,France,FR,france_dvf,0,,,,,,,,,128.7898,,
