lat,lon,price,currency,area_m2,yr,city,country,iso,source,property_type
43.604754,1.47046,156000.0,EUR,57.0,2023,Toulouse,France,FR,france_dvf,
43.585168,1.344658,119900.0,EUR,45.0,2023,Tournefeuille,France,FR,france_dvf,
43.624016,1.455484,356000.0,EUR,89.0,2023,Toulouse,France,FR,france_dvf,
43.606499,1.442233,162500.0,EUR,30.0,2023,Toulouse,France,FR,france_dvf,
43.560497,1.661169,358000.0,EUR,139.0,2023,Lanta,France,FR,france_dvf,
43.560497,1.661169,358000.0,EUR,139.0,2023,Lanta,France,FR,france_dvf,
43.572404,1.423144,180000.0,EUR,93.0,2023,Toulouse,France,FR,france_dvf,
43.612881,1.492413,362000.0,EUR,90.0,2023,Balma,France,FR,france_dvf,
43.640136,1.463247,196800.0,EUR,65.0,2023,Toulouse,France,FR,france_dvf,
43.39366,1.507675,131000.0,EUR,0.0,2023,Auragne,France,FR,france_dvf,
43.393544,1.507614,131000.0,EUR,0.0,2023,Auragne,France,FR,france_dvf,
43.393422,1.507574,131000.0,EUR,0.0,2023,Auragne,France,FR,france_dvf,
43.633469,1.437077,215000.0,EUR,85.0,2023,Toulouse,France,FR,france_dvf,
43.804068,1.569268,33364.0,EUR,0.0,2023,Bessières,France,FR,france_dvf,
43.657587,1.190355,471600.0,EUR,165.0,2023,Lévignac,France,FR,france_dvf,
43.672773,1.453837,115000.0,EUR,48.0,2023,Launaguet,France,FR,france_dvf,
43.615703,1.449491,83200.0,EUR,22.0,2023,Toulouse,France,FR,france_dvf,
43.583702,1.445477,145000.0,EUR,62.0,2023,Toulouse,France,FR,france_dvf,
43.562551,1.500811,132500.0,EUR,41.0,2023,Toulouse,France,FR,france_dvf,
43.78752,1.413004,79000.0,EUR,0.0,2023,Bouloc,France,FR,france_dvf,
43.582688,1.393935,340000.0,EUR,0.0,2023,Toulouse,France,FR,france_dvf,
43.582812,1.393894,340000.0,EUR,93.0,2023,Toulouse,France,FR,france_dvf,
43.593069,1.433576,125500.0,EUR,28.0,2023,Toulouse,France,FR,france_dvf,
43.602732,1.468646,200000.0,EUR,74.0,2023,Toulouse,France,FR,france_dvf,
43.63511,1.443529,100000.0,EUR,44.0,2023,Toulouse,France,FR,france_dvf,
43.577303,1.449424,273500.0,EUR,65.0,2023,Toulouse,France,FR,france_dvf,
43.644807,1.5457,500000.0,EUR,90.0,2023,Montrabé,France,FR,france_dvf,
43.644807,1.5457,500000.0,EUR,90.0,2023,Montrabé,France,FR,france_dvf,
43.644807,1.5457,500000.0,EUR,90.0,2023,Montrabé,France,FR,france_dvf,
43.569067,1.309876,130000.0,EUR,89.0,2023,Plaisance-du-Touch,France,FR,france_dvf,
43.562477,1.518654,314900.0,EUR,0.0,2023,Saint-Orens-de-Gameville,France,FR,france_dvf,
43.562477,1.518654,314900.0,EUR,0.0,2023,Saint-Orens-de-Gameville,France,FR,france_dvf,
43.834378,1.486324,40000.0,EUR,0.0,2023,Villematier,France,FR,france_dvf,
43.595699,1.441025,356500.0,EUR,67.0,2023,Toulouse,France,FR,france_dvf,
43.569573,1.332659,341150.0,EUR,114.0,2023,Tournefeuille,France,FR,france_dvf,
43.454911,1.572334,414770.0,EUR,166.0,2023,Montgiscard,France,FR,france_dvf,
43.799534,1.601337,80000.0,EUR,44.0,2023,Bessières,France,FR,france_dvf,
43.560891,1.373792,76400.0,EUR,10.0,2023,Toulouse,France,FR,france_dvf,
43.594812,1.489298,108900.0,EUR,43.0,2023,Toulouse,France,FR,france_dvf,
43.609965,1.504448,501000.0,EUR,0.0,2023,Balma,France,FR,france_dvf,
,,49380000.0,NOK,,2020,National,Norway,NO,no_ssb,All dwellings
,,50876000.0,NOK,,2020,National,Norway,NO,no_ssb,All dwellings
,,52834000.0,NOK,,2020,National,Norway,NO,no_ssb,All dwellings
,,52337000.0,NOK,,2020,National,Norway,NO,no_ssb,All dwellings
,,55981000.0,NOK,,2021,National,Norway,NO,no_ssb,All dwellings
,,56478000.0,NOK,,2021,National,Norway,NO,no_ssb,All dwellings
,,56849000.0,NOK,,2021,National,Norway,NO,no_ssb,All dwellings
,,54558000.0,NOK,,2021,National,Norway,NO,no_ssb,All dwellings
,,59658000.0,NOK,,2022,National,Norway,NO,no_ssb,All dwellings
,,60166000.0,NOK,,2022,National,Norway,NO,no_ssb,All dwellings
,,60220000.0,NOK,,2022,National,Norway,NO,no_ssb,All dwellings
,,56159000.0,NOK,,2022,National,Norway,NO,no_ssb,All dwellings
,,58785000.0,NOK,,2023,National,Norway,NO,no_ssb,All dwellings
,,61253000.0,NOK,,2023,National,Norway,NO,no_ssb,All dwellings
,,60575000.0,NOK,,2023,National,Norway,NO,no_ssb,All dwellings
,,58251000.0,NOK,,2023,National,Norway,NO,no_ssb,All dwellings
,,59948000.0,NOK,,2024,National,Norway,NO,no_ssb,All dwellings
,,63706000.0,NOK,,2024,National,Norway,NO,no_ssb,All dwellings
,,63796000.0,NOK,,2024,National,Norway,NO,no_ssb,All dwellings
,,61365000.0,NOK,,2024,National,Norway,NO,no_ssb,All dwellings
,,93750.0,EUR,,1995,NL01  ,Netherlands,NL,nl_cbs,
,,102607.0,EUR,,1996,NL01  ,Netherlands,NL,nl_cbs,
,,113163.0,EUR,,1997,NL01  ,Netherlands,NL,nl_cbs,
,,124540.0,EUR,,1998,NL01  ,Netherlands,NL,nl_cbs,
,,144778.0,EUR,,1999,NL01  ,Netherlands,NL,nl_cbs,
,,172050.0,EUR,,2000,NL01  ,Netherlands,NL,nl_cbs,
,,188397.0,EUR,,2001,NL01  ,Netherlands,NL,nl_cbs,
,,199752.0,EUR,,2002,NL01  ,Netherlands,NL,nl_cbs,
,,204829.0,EUR,,2003,NL01  ,Netherlands,NL,nl_cbs,
,,212723.0,EUR,,2004,NL01  ,Netherlands,NL,nl_cbs,
,,222706.0,EUR,,2005,NL01  ,Netherlands,NL,nl_cbs,
,,235843.0,EUR,,2006,NL01  ,Netherlands,NL,nl_cbs,
,,248325.0,EUR,,2007,NL01  ,Netherlands,NL,nl_cbs,
,,254918.0,EUR,,2008,NL01  ,Netherlands,NL,nl_cbs,
,,238259.0,EUR,,2009,NL01  ,Netherlands,NL,nl_cbs,
,,239530.0,EUR,,2010,NL01  ,Netherlands,NL,nl_cbs,
,,240059.0,EUR,,2011,NL01  ,Netherlands,NL,nl_cbs,
,,226661.0,EUR,,2012,NL01  ,Netherlands,NL,nl_cbs,
,,213353.0,EUR,,2013,NL01  ,Netherlands,NL,nl_cbs,
,,222218.0,EUR,,2014,NL01  ,Netherlands,NL,nl_cbs,
,,230194.0,EUR,,2015,NL01  ,Netherlands,NL,nl_cbs,
,,243837.0,EUR,,2016,NL01  ,Netherlands,NL,nl_cbs,
,,263295.0,EUR,,2017,NL01  ,Netherlands,NL,nl_cbs,
,,287267.0,EUR,,2018,NL01  ,Netherlands,NL,nl_cbs,
,,307978.0,EUR,,2019,NL01  ,Netherlands,NL,nl_cbs,
,,334488.0,EUR,,2020,NL01  ,Netherlands,NL,nl_cbs,
,,386714.0,EUR,,2021,NL01  ,Netherlands,NL,nl_cbs,
,,428591.0,EUR,,2022,NL01  ,Netherlands,NL,nl_cbs,
,,416153.0,EUR,,2023,NL01  ,Netherlands,NL,nl_cbs,
,,450985.0,EUR,,2024,NL01  ,Netherlands,NL,nl_cbs,
,,479527.0,EUR,,2025,NL01  ,Netherlands,NL,nl_cbs,
,,72907.0,EUR,,1995,LD01  ,Netherlands,NL,nl_cbs,
,,78744.0,EUR,,1996,LD01  ,Netherlands,NL,nl_cbs,
,,85644.0,EUR,,1997,LD01  ,Netherlands,NL,nl_cbs,
,,94150.0,EUR,,1998,LD01  ,Netherlands,NL,nl_cbs,
,,108234.0,EUR,,1999,LD01  ,Netherlands,NL,nl_cbs,
,,128028.0,EUR,,2000,LD01  ,Netherlands,NL,nl_cbs,
,,143439.0,EUR,,2001,LD01  ,Netherlands,NL,nl_cbs,
,,155884.0,EUR,,2002,LD01  ,Netherlands,NL,nl_cbs,
,,161238.0,EUR,,2003,LD01  ,Netherlands,NL,nl_cbs,
,,169464.0,EUR,,2004,LD01  ,Netherlands,NL,nl_cbs,
,,179297.0,EUR,,2005,LD01  ,Netherlands,NL,nl_cbs,
,,190778.0,EUR,,2006,LD01  ,Netherlands,NL,nl_cbs,
,,198867.0,EUR,,2007,LD01  ,Netherlands,NL,nl_cbs,
,,201895.0,EUR,,2008,LD01  ,Netherlands,NL,nl_cbs,
,,190861.0,EUR,,2009,LD01  ,Netherlands,NL,nl_cbs,
,,192257.0,EUR,,2010,LD01  ,Netherlands,NL,nl_cbs,
,,191274.0,EUR,,2011,LD01  ,Netherlands,NL,nl_cbs,
,,182010.0,EUR,,2012,LD01  ,Netherlands,NL,nl_cbs,
,,171395.0,EUR,,2013,LD01  ,Netherlands,NL,nl_cbs,
,,174682.0,EUR,,2014,LD01  ,Netherlands,NL,nl_cbs,
,,181842.0,EUR,,2015,LD01  ,Netherlands,NL,nl_cbs,
,,190935.0,EUR,,2016,LD01  ,Netherlands,NL,nl_cbs,
,,203310.0,EUR,,2017,LD01  ,Netherlands,NL,nl_cbs,
,,216465.0,EUR,,2018,LD01  ,Netherlands,NL,nl_cbs,
,,230412.0,EUR,,2019,LD01  ,Netherlands,NL,nl_cbs,
,,253843.0,EUR,,2020,LD01  ,Netherlands,NL,nl_cbs,
,,296338.0,EUR,,2021,LD01  ,Netherlands,NL,nl_cbs,
,,332306.0,EUR,,2022,LD01  ,Netherlands,NL,nl_cbs,
,,328645.0,EUR,,2023,LD01  ,Netherlands,NL,nl_cbs,
,,356207.0,EUR,,2024,LD01  ,Netherlands,NL,nl_cbs,
,,385019.0,EUR,,2025,LD01  ,Netherlands,NL,nl_cbs,
,,94927.0,EUR,,1995,LD02  ,Netherlands,NL,nl_cbs,
,,103429.0,EUR,,1996,LD02  ,Netherlands,NL,nl_cbs,
,,113675.0,EUR,,1997,LD02  ,Netherlands,NL,nl_cbs,
,,124735.0,EUR,,1998,LD02  ,Netherlands,NL,nl_cbs,
,,145248.0,EUR,,1999,LD02  ,Netherlands,NL,nl_cbs,
,,173955.0,EUR,,2000,LD02  ,Netherlands,NL,nl_cbs,
,,189176.0,EUR,,2001,LD02  ,Netherlands,NL,nl_cbs,
,,199201.0,EUR,,2002,LD02  ,Netherlands,NL,nl_cbs,
,,205324.0,EUR,,2003,LD02  ,Netherlands,NL,nl_cbs,
,,213368.0,EUR,,2004,LD02  ,Netherlands,NL,nl_cbs,
,,219537.0,EUR,,2005,LD02  ,Netherlands,NL,nl_cbs,
,,230546.0,EUR,,2006,LD02  ,Netherlands,NL,nl_cbs,
,,240869.0,EUR,,2007,LD02  ,Netherlands,NL,nl_cbs,
,,244668.0,EUR,,2008,LD02  ,Netherlands,NL,nl_cbs,
,,231152.0,EUR,,2009,LD02  ,Netherlands,NL,nl_cbs,
,,230439.0,EUR,,2010,LD02  ,Netherlands,NL,nl_cbs,
,,227931.0,EUR,,2011,LD02  ,Netherlands,NL,nl_cbs,
,,218053.0,EUR,,2012,LD02  ,Netherlands,NL,nl_cbs,
,,203120.0,EUR,,2013,LD02  ,Netherlands,NL,nl_cbs,
,,210182.0,EUR,,2014,LD02  ,Netherlands,NL,nl_cbs,
,,214439.0,EUR,,2015,LD02  ,Netherlands,NL,nl_cbs,
,,225260.0,EUR,,2016,LD02  ,Netherlands,NL,nl_cbs,
,,243068.0,EUR,,2017,LD02  ,Netherlands,NL,nl_cbs,
,,263244.0,EUR,,2018,LD02  ,Netherlands,NL,nl_cbs,
,,281575.0,EUR,,2019,LD02  ,Netherlands,NL,nl_cbs,
,,308009.0,EUR,,2020,LD02  ,Netherlands,NL,nl_cbs,
,,358936.0,EUR,,2021,LD02  ,Netherlands,NL,nl_cbs,
,,402744.0,EUR,,2022,LD02  ,Netherlands,NL,nl_cbs,
,,396409.0,EUR,,2023,LD02  ,Netherlands,NL,nl_cbs,
,,426882.0,EUR,,2024,LD02  ,Netherlands,NL,nl_cbs,
,,458409.0,EUR,,2025,LD02  ,Netherlands,NL,nl_cbs,
,,96079.0,EUR,,1995,LD03  ,Netherlands,NL,nl_cbs,
,,105359.0,EUR,,1996,LD03  ,Netherlands,NL,nl_cbs,
,,116500.0,EUR,,1997,LD03  ,Netherlands,NL,nl_cbs,
,,128373.0,EUR,,1998,LD03  ,Netherlands,NL,nl_cbs,
,,150549.0,EUR,,1999,LD03  ,Netherlands,NL,nl_cbs,
,,179105.0,EUR,,2000,LD03  ,Netherlands,NL,nl_cbs,
,,195339.0,EUR,,2001,LD03  ,Netherlands,NL,nl_cbs,
,,183.389,EUR_index,,2025,National Total. General. Index. ,Spain,ES,es_ine,
,,178.184,EUR_index,,2025,National Total. General. Index. ,Spain,ES,es_ine,
,,171.296,EUR_index,,2025,National Total. General. Index. ,Spain,ES,es_ine,
,,165.433,EUR_index,,2024,National Total. General. Index. ,Spain,ES,es_ine,
,,162.521,EUR_index,,2024,National Total. General. Index. ,Spain,ES,es_ine,
,,2.9,EUR_index,,2025,National Total. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,4.0,EUR_index,,2025,National Total. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,3.5,EUR_index,,2025,National Total. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,1.8,EUR_index,,2024,National Total. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.8,EUR_index,,2024,National Total. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,12.8,EUR_index,,2025,National Total. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.7,EUR_index,,2025,National Total. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.2,EUR_index,,2025,National Total. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,11.3,EUR_index,,2024,National Total. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,8.1,EUR_index,,2024,National Total. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,10.9,EUR_index,,2025,National Total. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,7.7,EUR_index,,2025,National Total. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,3.5,EUR_index,,2025,National Total. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,11.3,EUR_index,,2024,National Total. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,9.3,EUR_index,,2024,National Total. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,207.214,EUR_index,,2025,National Total. New dwelling. Index. ,Spain,ES,es_ine,
,,206.055,EUR_index,,2025,National Total. New dwelling. Index. ,Spain,ES,es_ine,
,,200.792,EUR_index,,2025,National Total. New dwelling. Index. ,Spain,ES,es_ine,
,,190.368,EUR_index,,2024,National Total. New dwelling. Index. ,Spain,ES,es_ine,
,,188.899,EUR_index,,2024,National Total. New dwelling. Index. ,Spain,ES,es_ine,
,,0.6,EUR_index,,2025,National Total. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.6,EUR_index,,2025,National Total. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,5.5,EUR_index,,2025,National Total. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,0.8,EUR_index,,2024,National Total. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.8,EUR_index,,2024,National Total. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,9.7,EUR_index,,2025,National Total. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.1,EUR_index,,2025,National Total. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.2,EUR_index,,2025,National Total. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.3,EUR_index,,2024,National Total. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,9.8,EUR_index,,2024,National Total. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,8.8,EUR_index,,2025,National Total. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,8.2,EUR_index,,2025,National Total. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,5.5,EUR_index,,2025,National Total. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,12.3,EUR_index,,2024,National Total. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,11.4,EUR_index,,2024,National Total. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,179.657,EUR_index,,2025,National Total. Second-hand dwelling. Index. ,Spain,ES,es_ine,
,,173.924,EUR_index,,2025,National Total. Second-hand dwelling. Index. ,Spain,ES,es_ine,
,,166.839,EUR_index,,2025,National Total. Second-hand dwelling. Index. ,Spain,ES,es_ine,
,,161.605,EUR_index,,2024,National Total. Second-hand dwelling. Index. ,Spain,ES,es_ine,
,,158.49,EUR_index,,2024,National Total. Second-hand dwelling. Index. ,Spain,ES,es_ine,
,,3.3,EUR_index,,2025,National Total. Second-hand dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,4.2,EUR_index,,2025,National Total. Second-hand dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,3.2,EUR_index,,2025,National Total. Second-hand dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.0,EUR_index,,2024,National Total. Second-hand dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.8,EUR_index,,2024,National Total. Second-hand dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,13.4,EUR_index,,2025,National Total. Second-hand dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.8,EUR_index,,2025,National Total. Second-hand dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,12.3,EUR_index,,2025,National Total. Second-hand dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,11.1,EUR_index,,2024,National Total. Second-hand dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,7.9,EUR_index,,2024,National Total. Second-hand dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,11.2,EUR_index,,2025,National Total. Second-hand dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,7.6,EUR_index,,2025,National Total. Second-hand dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,3.2,EUR_index,,2025,National Total. Second-hand dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,11.1,EUR_index,,2024,National Total. Second-hand dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,9.0,EUR_index,,2024,National Total. Second-hand dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,182.372,EUR_index,,2025,Andalucía. General. Index. ,Spain,ES,es_ine,
,,177.504,EUR_index,,2025,Andalucía. General. Index. ,Spain,ES,es_ine,
,,170.858,EUR_index,,2025,Andalucía. General. Index. ,Spain,ES,es_ine,
,,165.457,EUR_index,,2024,Andalucía. General. Index. ,Spain,ES,es_ine,
,,162.275,EUR_index,,2024,Andalucía. General. Index. ,Spain,ES,es_ine,
,,2.7,EUR_index,,2025,Andalucía. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,3.9,EUR_index,,2025,Andalucía. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,3.3,EUR_index,,2025,Andalucía. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.0,EUR_index,,2024,Andalucía. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,3.8,EUR_index,,2024,Andalucía. General. Quarterly variation rate. ,Spain,ES,es_ine,
,,12.4,EUR_index,,2025,Andalucía. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,13.6,EUR_index,,2025,Andalucía. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,14.0,EUR_index,,2025,Andalucía. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,13.4,EUR_index,,2024,Andalucía. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,10.6,EUR_index,,2024,Andalucía. General. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,10.2,EUR_index,,2025,Andalucía. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,7.3,EUR_index,,2025,Andalucía. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,3.3,EUR_index,,2025,Andalucía. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,13.4,EUR_index,,2024,Andalucía. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,11.2,EUR_index,,2024,Andalucía. General. Year-to-date variation rate. ,Spain,ES,es_ine,
,,221.148,EUR_index,,2025,Andalucía. New dwelling. Index. ,Spain,ES,es_ine,
,,218.247,EUR_index,,2025,Andalucía. New dwelling. Index. ,Spain,ES,es_ine,
,,212.796,EUR_index,,2025,Andalucía. New dwelling. Index. ,Spain,ES,es_ine,
,,203.521,EUR_index,,2024,Andalucía. New dwelling. Index. ,Spain,ES,es_ine,
,,201.651,EUR_index,,2024,Andalucía. New dwelling. Index. ,Spain,ES,es_ine,
,,1.3,EUR_index,,2025,Andalucía. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,2.6,EUR_index,,2025,Andalucía. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,4.6,EUR_index,,2025,Andalucía. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,0.9,EUR_index,,2024,Andalucía. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,7.0,EUR_index,,2024,Andalucía. New dwelling. Quarterly variation rate. ,Spain,ES,es_ine,
,,9.7,EUR_index,,2025,Andalucía. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,15.8,EUR_index,,2025,Andalucía. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,15.3,EUR_index,,2025,Andalucía. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,17.5,EUR_index,,2024,Andalucía. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,13.8,EUR_index,,2024,Andalucía. New dwelling. Annual variation (for monthly series). ,Spain,ES,es_ine,
,,8.7,EUR_index,,2025,Andalucía. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,7.2,EUR_index,,2025,Andalucía. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,4.6,EUR_index,,2025,Andalucía. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,17.5,EUR_index,,2024,Andalucía. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
,,16.4,EUR_index,,2024,Andalucía. New dwelling. Year-to-date variation rate. ,Spain,ES,es_ine,
