price,currency,country,iso,source,city,district,yr,area_m2,property_type,detail
12400000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中正區,2024.0,43.21,,
11180000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,62.589999999999996,,
38800000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,294.62,,
19500000.0,TWD,Taiwan,TW,tw_real_price,Taipei,信義區,2024.0,101.35,,
151730.0,TWD,Taiwan,TW,tw_real_price,Taipei,文山區,2024.0,,,
11500000.0,TWD,Taiwan,TW,tw_real_price,Taipei,萬華區,2024.0,51.230000000000004,,
17000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中正區,2024.0,42.769999999999996,,
30800000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,145.37,,
28300000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,132.07,,
16680000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,99.54,,
10000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,士林區,2024.0,71.63,,
31580000.0,TWD,Taiwan,TW,tw_real_price,Taipei,北投區,2024.0,146.09,,
4497270.0,TWD,Taiwan,TW,tw_real_price,Taipei,大安區,2024.0,,,
13800000.0,TWD,Taiwan,TW,tw_real_price,Taipei,大安區,2024.0,48.06,,
20000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,萬華區,2024.0,108.28,,
61000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,大同區,2024.0,108.7,,
10500000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,43.96,,
700000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,20.9,,
10000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,,,
27780000.0,TWD,Taiwan,TW,tw_real_price,Taipei,松山區,2024.0,68.28,,
21800000.0,TWD,Taiwan,TW,tw_real_price,Taipei,南港區,2024.0,124.1,,
21900000.0,TWD,Taiwan,TW,tw_real_price,Taipei,北投區,2024.0,166.17,,
5000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,文山區,2024.0,39.39,,
28500000.0,TWD,Taiwan,TW,tw_real_price,Taipei,文山區,2024.0,242.6,,
28200000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,137.79,,
13130000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,46.81,,
10000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,中山區,2024.0,48.44,,
11000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,47.85,,
21380000.0,TWD,Taiwan,TW,tw_real_price,Taipei,內湖區,2024.0,100.42,,
58660000.0,TWD,Taiwan,TW,tw_real_price,Taipei,南港區,2024.0,253.89999999999998,,
30800000.0,TWD,Taiwan,TW,tw_real_price,Taipei,松山區,2024.0,126.99,,
30200000.0,TWD,Taiwan,TW,tw_real_price,Taipei,松山區,2024.0,120.24000000000001,,
3060000.0,TWD,Taiwan,TW,tw_real_price,Taipei,信義區,2024.0,40.08,,
68000000.0,TWD,Taiwan,TW,tw_real_price,Taipei,士林區,2024.0,304.02,,
4490000.0,TWD,Taiwan,TW,tw_real_price,Taipei,士林區,2024.0,48.21,,
630.0,TWD,Taiwan,TW,tw_real_price,Taipei,萬華區,2024.0,,,
15097000.0,TWD,Taiwan,TW,tw_real_price,Taipei,萬華區,2024.0,95.08000000000001,,
4482.0,QAR,Qatar,QA,qa_data_gov,,,2016.0,,Commercial,Emirati
49689.0,QAR,Qatar,QA,qa_data_gov,,,2016.0,,Private residential,Emirati
,QAR,Qatar,QA,qa_data_gov,,,2019.0,,Administrative,Bahraini
5242.0,QAR,Qatar,QA,qa_data_gov,,,2016.0,,Administrative,Bahraini
2862.0,QAR,Qatar,QA,qa_data_gov,,,2018.0,,Commercial,Bahraini
,QAR,Qatar,QA,qa_data_gov,,,2019.0,,Investment housing,Bahraini
,QAR,Qatar,QA,qa_data_gov,,,2016.0,,Investment housing,Bahraini
